customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7656-STT88,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,4694.72,No
1063-KUB51,Male,0,Yes,Yes,23,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),86.79,2004.84,No
3905-RGQ88,Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),27.74,498.42,No
5992-YDA19,Male,1,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,94.34,5007.93,Yes
2556-UBN90,Female,0,Yes,Yes,65,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),75.56,4912.06,Yes
5897-LVP32,Male,0,Yes,No,12,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,68.9,821.27,Yes
8129-UUA66,Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.65,792.79,Yes
6766-VTS46,Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.36,623.2,Yes
3730-VUQ60,Male,0,Yes,Yes,54,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,71.89,3872.07,No
4112-VZB52,Female,0,Yes,No,12,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.26,1099.52,Yes
7607-DSY86,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.08,132.78,Yes
1572-ADU36,Female,0,Yes,Yes,5,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),57.65,297.05,Yes
3065-DKL88,Female,0,Yes,No,54,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),67.81,3657.81,Yes
6335-LTH86,Female,0,Yes,Yes,44,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,78.13,3446.33,Yes
8738-HYU28,Female,0,No,No,28,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,99.34,2791.07,Yes
7033-TCO18,Male,0,Yes,Yes,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),77.28,778.59,Yes
6839-SJW83,Female,0,No,No,27,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,79.49,2136.98,No
9764-FZR18,Female,0,No,No,5,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),87.19,441.63,Yes
9386-SDL64,Female,0,No,No,63,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),90.9,5725.3,No
6594-BTS83,Male,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.65,1408.04,No
7710-VQJ46,Male,0,No,No,58,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),96.78,5605.77,No
2821-SBF28,Male,0,No,No,69,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),77.91,5371.04,No
2620-ZIZ36,Female,0,Yes,No,24,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,78.43,1890.65,No
1371-XZT94,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.13,169.36,Yes
9267-RYA69,Male,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,93.2,1862.53,No
9701-KRZ22,Male,1,No,Yes,4,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),85.07,342.27,No
4424-LHZ89,Male,0,No,No,62,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,72.21,4472.82,No
1697-VEQ40,Female,0,No,Yes,10,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),82.04,828.27,No
8566-KUG52,Female,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.34,211.86,Yes
2901-QYS39,Female,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.49,1335.02,No
5558-TQO44,Female,0,No,No,59,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,61.8,3652.98,No
1575-GJG85,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),82.85,5391.77,No
1379-FRE60,Male,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),91.33,2107.37,Yes
4524-FIL40,Male,1,No,No,11,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),62.93,685.78,Yes
9126-JZE33,Female,1,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,111.95,1781.84,Yes
4873-MZN27,Male,0,Yes,No,13,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),72.13,942.74,Yes
8396-FFC23,Male,0,No,No,17,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,65.49,1114.27,No
2120-PAO42,Female,0,Yes,Yes,58,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,80.58,4669.74,No
8773-FMT12,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.59,168.2,Yes
3153-DDS95,Male,0,Yes,Yes,38,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),67.39,2560.09,No
1158-QQI49,Female,0,Yes,No,18,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,79.25,1435.74,No
4233-ZKH45,Female,0,No,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,112.56,2248.39,No
4410-YGA17,Male,1,No,No,12,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),72.09,855.54,No
2512-MSY90,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.1,712.13,Yes
8864-IMH15,Male,1,No,No,2,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),70.01,145.2,No
6063-EAG91,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.54,546.31,Yes
3260-IUX12,Male,0,Yes,Yes,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,79.77,3595.44,No
4156-NJF38,Female,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.92,317.12,Yes
7513-DBB69,Male,0,No,No,2,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),76.98,145.75,Yes
5333-RWL11,Female,0,No,No,12,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),94.18,1139.49,Yes
2443-KHA56,Female,0,Yes,No,28,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,74.26,2089.02,No
7853-WZM54,Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.97,6523.19,Yes
2783-ZQJ74,Female,0,Yes,Yes,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.73,458.67,Yes
5207-SZF12,Female,0,No,No,20,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.0,1807.28,No
2061-QQI85,Female,0,No,No,19,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,76.46,1443.76,Yes
9648-NAH73,Male,1,No,Yes,3,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,73.58,229.48,Yes
4943-DYW73,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.29,596.85,No
1834-XQI22,Female,0,No,No,6,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.16,591.03,Yes
8667-TYB39,Female,1,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.25,1022.7,Yes
1660-ONR23,Male,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.18,1866.66,No
3211-GMF30,Male,0,Yes,No,66,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.38,4719.87,No
2465-KBX24,Female,0,Yes,No,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.84,374.03,Yes
5727-RJQ18,Male,1,No,No,17,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),84.33,1439.49,Yes
6406-HJR21,Male,1,Yes,Yes,44,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,72.46,3193.65,No
9072-KZD27,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.9,507.96,Yes
3315-BLC66,Male,1,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,106.93,3857.25,Yes
2194-JQK68,Male,0,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.28,561.84,No
4383-KGX80,Female,0,Yes,No,46,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,77.73,3579.46,No
4855-IAL13,Male,0,No,No,41,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),68.91,2818.49,No
1452-HZQ43,Male,0,No,No,63,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.75,6986.62,Yes
3693-BYJ30,Female,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,87.17,1317.14,Yes
7512-IPC17,Female,0,Yes,No,49,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,67.96,3328.31,No
5158-IMS38,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.26,740.15,Yes
4684-EOW30,Female,0,Yes,Yes,37,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),72.54,2685.04,No
4365-SPI89,Female,1,Yes,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,60.67,53.99,Yes
7085-YJH89,Male,0,Yes,Yes,3,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,77.29,239.56,Yes
6531-JKZ97,Male,0,No,No,58,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,88.93,5162.87,No
4776-DEZ44,Female,1,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),107.62,6572.95,No
5394-UCS36,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.26,818.14,No
1416-TND67,Male,1,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.6,314.12,Yes
8235-PSO91,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,88.62,1861.87,Yes
8068-PUM83,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),101.65,6302.91,No
9871-FYK99,Female,0,No,No,45,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),87.68,3938.78,Yes
6740-AYD78,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,95.66,2301.6,Yes
7840-MFW66,Male,1,No,Yes,50,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,75.52,3770.91,No
9826-TFE30,Female,0,Yes,Yes,13,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,84.82,1101.38,Yes
5610-GWQ55,Male,1,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),93.48,459.26,Yes
3248-GWD59,Female,0,No,No,42,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,92.23,3881.26,No
8755-KKD75,Female,1,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.37,796.23,No
3756-HIL64,Female,0,No,No,49,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),96.64,4730.68,No
1052-TKH74,Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),107.43,4085.04,No
5810-HOQ76,Female,0,No,Yes,41,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,59.07,2417.81,No
9510-LQX87,Male,0,Yes,No,20,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,73.86,1467.93,Yes
8277-INS75,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.44,1126.48,No
5607-YCT12,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,86.69,1296.65,No
6286-AVU48,Male,1,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),106.84,1176.8,No
1242-PGZ84,Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),82.7,3227.05,Yes
4379-WWS78,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),98.31,1378.49,Yes
5449-HRQ45,Male,0,Yes,Yes,39,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,72.22,2819.59,Yes
3325-UQC52,Male,0,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.66,16.73,Yes
9837-BQU18,Female,1,Yes,Yes,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.16,2469.52,No
5515-CCN79,Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,101.21,4359.68,Yes
4577-KZT58,Male,0,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,103.2,5055.97,No
3992-RIS67,Female,0,Yes,Yes,41,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,81.4,3343.7,No
5561-VAH61,Female,0,Yes,Yes,12,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),85.73,1031.26,Yes
5648-SCE57,Female,0,No,No,24,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.14,1996.74,Yes
4098-LMT85,Male,0,Yes,Yes,9,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,66.84,610.51,No
5047-DKG87,Male,0,Yes,Yes,14,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),61.69,866.89,No
5657-XSC37,Female,1,Yes,No,11,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),72.86,798.05,No
3479-BQF39,Female,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.04,691.91,Yes
3157-ACP94,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),89.94,4129.65,Yes
4695-CVG71,Female,0,Yes,Yes,8,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),72.33,583.52,No
2162-SGQ71,Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,71.92,212.06,Yes
1084-WPN51,Male,0,Yes,No,71,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),66.76,4746.24,No
6800-QAL54,Male,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,97.75,2938.52,No
6225-JDR45,Male,0,Yes,Yes,9,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),65.9,596.97,Yes
8287-RRA29,Female,0,No,Yes,40,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,86.83,3480.01,No
9283-XTR71,Male,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.26,4478.29,No
6618-FZM40,Male,0,Yes,No,8,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),76.58,621.81,Yes
9713-VVY27,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),87.96,173.19,No
3258-XMC78,Female,1,No,No,26,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,101.62,2649.86,Yes
8027-IAT79,Male,1,Yes,Yes,50,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),83.12,4148.24,No
4058-MBB89,Female,1,No,No,31,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,70.1,2165.59,Yes
2978-WRT59,Female,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,32.36,1911.57,No
7674-MAH62,Male,0,Yes,No,13,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),78.18,1019.96,Yes
4774-VXU21,Female,0,Yes,No,41,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),83.0,3406.6,No
8660-SBK68,Male,0,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),79.27,4606.76,No
8679-BYF41,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,87.0,79.67,Yes
7633-JIB33,Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,86.83,5465.06,Yes
2538-IWA18,Female,0,Yes,Yes,26,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),87.4,2276.2,Yes
7373-BOK65,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.45,405.89,Yes
3101-POO69,Male,0,Yes,No,15,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),90.8,1355.39,Yes
5984-EUJ20,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.5,234.4,Yes
1039-NFA15,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),28.37,1732.47,No
4422-DQG85,Female,0,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),93.58,4203.65,No
5214-MDE22,Male,0,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.07,361.35,No
3647-KMW69,Female,1,Yes,Yes,9,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),70.53,632.17,Yes
9789-IMA96,Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),27.58,1514.8,No
9896-BSE63,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),93.96,573.58,Yes
8704-NIA10,Male,0,No,No,46,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.03,4729.48,No
4304-GQN78,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,92.08,6626.42,Yes
9760-HAT45,Male,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,32.38,2069.05,No
5402-DGL59,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,92.72,372.57,Yes
9986-BEV65,Male,0,No,No,50,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,56.79,2831.43,No
8533-PJR65,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),81.37,412.97,Yes
7885-FHU38,Male,0,No,Yes,61,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,72.4,4410.67,No
2416-LCZ77,Male,0,Yes,No,60,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.65,5679.05,Yes
3482-FHP96,Male,1,No,No,12,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),78.7,938.45,No
9923-RTV15,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.38,199.26,No
1276-VPM20,Male,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.43,1077.41,Yes
3192-ZAU72,Male,0,No,No,20,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),71.13,1424.75,No
1757-HWK15,Female,0,No,No,27,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Mailed check,42.2,1135.99,No
6214-OVB55,Male,0,No,No,65,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,86.77,5648.77,No
6287-BGM78,Female,1,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,33.12,506.27,No
5374-LNQ47,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.52,146.83,No
8860-GYP74,Male,0,No,No,23,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),65.41,1512.87,No
3681-HHF48,Male,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,83.92,1009.68,Yes
5643-UCU72,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.45,21.89,No
5696-DHZ48,Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,88.3,888.41,Yes
3483-NUL13,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,82.44,3057.26,Yes
4607-ITS79,Male,1,Yes,No,39,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,72.98,2851.76,Yes
8502-JML65,Female,1,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,60.98,426.58,Yes
5304-ZCJ87,Male,1,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.96,200.27,Yes
7542-PEF78,Male,0,No,No,4,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),70.18,280.05,No
4500-CEW11,Female,1,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.77,3359.57,Yes
8096-PRN31,Male,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,92.55,3893.54,No
5004-ZXC57,Female,0,Yes,Yes,25,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,97.17,2435.02,Yes
7698-PBD50,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,111.15,768.99,Yes
1451-DVX88,Male,0,Yes,Yes,5,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.33,409.88,Yes
3068-GJF74,Female,0,No,No,29,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,78.44,2276.22,No
6906-FTP39,Female,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),94.42,5751.72,No
7053-HHM84,Female,1,No,No,61,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),76.74,4674.22,No
7361-PSE48,Male,0,Yes,Yes,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.77,1326.92,No
7730-RKQ64,Male,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,87.21,4106.81,No
